0,1,2,3,4
6240000000.0,33.50373290578264,0.0,-18.483835254327925,0.0
6240200000.0,33.44868238261641,0.0,-18.38992944095169,0.0
6240400000.0,32.54458416901897,0.0,-18.50034638913559,0.0
6240600000.0,30.97750411939483,0.0,-18.269173698976413,0.0
6240800000.0,31.021386962406382,0.0,-18.208596987465377,0.0
6241000000.0,31.141795959153978,0.0,-18.205850406225416,0.0
6241200000.0,30.438476489769677,0.0,-18.25920625005265,0.0
6241400000.0,29.325523110963196,0.0,-18.19464279427099,0.0
6241600000.0,28.53898299618449,0.0,-18.072331096849975,0.0
6241800000.0,28.1901807714976,0.0,-18.00035040508696,0.0
6242000000.0,27.49673314249314,0.0,-17.956995828094303,0.0
6242200000.0,26.37371202576377,0.0,-17.945400075899304,0.0
6242400000.0,26.304837387620605,0.0,-17.74652877825636,0.0
6242600000.0,26.45679463263803,0.0,-17.66528333863971,0.0
6242800000.0,25.367511868062323,0.0,-17.66244135956675,0.0
6243000000.0,24.41477776219486,0.0,-17.419578508136556,0.0
6243200000.0,24.585437167385937,0.0,-17.444391123363943,0.0
6243400000.0,23.869418380730778,0.0,-17.331581151051576,0.0
6243600000.0,23.427928007778853,0.0,-17.414028279362388,0.0
6243800000.0,23.53475135686605,0.0,-17.2599556219267,0.0
6244000000.0,22.722649348334084,0.0,-17.11916706619894,0.0
6244200000.0,23.11466057773853,0.0,-17.06353907173447,0.0
6244400000.0,22.21103332959358,0.0,-16.98627787304655,0.0
6244600000.0,22.186891390270766,0.0,-16.95648310829967,0.0
6244800000.0,21.670442353461098,0.0,-16.779715985754894,0.0
6245000000.0,21.953334983569256,0.0,-16.74887931995875,0.0
6245200000.0,21.41865677695736,0.0,-16.685227628135696,0.0
6245400000.0,20.87900728910968,0.0,-16.63904722299354,0.0
6245600000.0,21.281235415679138,0.0,-16.553738487360697,0.0
6245800000.0,21.198844555681525,0.0,-16.45784387446196,0.0
6246000000.0,20.920141751853283,0.0,-16.422216867485055,0.0
6246200000.0,20.866566881561788,0.0,-16.299196564889137,0.0
6246400000.0,21.157362984458196,0.0,-16.294466717590264,0.0
6246600000.0,20.60972767151051,0.0,-16.08181507413561,0.0
6246800000.0,20.66313745086852,0.0,-16.016408172344295,0.0
6247000000.0,21.130452514263887,0.0,-16.010126968425997,0.0
6247200000.0,20.594318616624648,0.0,-15.975450451250058,0.0
6247400000.0,20.86134244246659,0.0,-15.897578277786623,0.0
6247600000.0,20.75843097959173,0.0,-15.927813786408972,0.0
6247800000.0,21.38098388648591,0.0,-15.751654669877542,0.0
6248000000.0,20.834899107620082,0.0,-15.681390962195323,0.0
6248200000.0,20.45663738587644,0.0,-15.680843187323898,0.0
6248400000.0,20.911565922265897,0.0,-15.581427504769643,0.0
6248600000.0,20.990200216643597,0.0,-15.589958565548656,0.0
6248800000.0,21.536916097061113,0.0,-15.44037049454997,0.0
6249000000.0,21.748646356321625,0.0,-15.528040157661724,0.0
6249200000.0,21.89226294432647,0.0,-15.392466421867898,0.0
6249400000.0,21.544969469008546,0.0,-15.471747059955515,0.0
6249600000.0,21.338133650383575,0.0,-15.174958138178859,0.0
6249800000.0,22.03985837184997,0.0,-15.372684961603138,0.0
6250000000.0,21.94905892954379,0.0,-15.26486151510317,0.0
6250200000.0,22.215200956741725,0.0,-15.26915211808333,0.0
6250400000.0,22.50496453824132,0.0,-15.210040390734676,0.0
6250600000.0,22.66181416400471,0.0,-15.150426593118212,0.0
6250800000.0,22.96102426768651,0.0,-15.097518569855282,0.0
6251000000.0,22.7920644605601,0.0,-15.095144987419127,0.0
6251200000.0,23.398638952260427,0.0,-15.107665899033332,0.0
6251400000.0,23.361321458354432,0.0,-15.013597141310695,0.0
6251600000.0,23.348510557154523,0.0,-14.924843988267158,0.0
6251800000.0,23.70235157849605,0.0,-14.952852096660365,0.0
6252000000.0,23.214340520129905,0.0,-14.928060155810734,0.0
6252200000.0,23.603602923948706,0.0,-14.945636209251846,0.0
6252400000.0,24.31721802958207,0.0,-14.910932586613486,0.0
6252600000.0,24.19844403788602,0.0,-14.96190339689198,0.0
6252800000.0,23.95277267284795,0.0,-14.906905537250225,0.0
6253000000.0,24.300335201676265,0.0,-14.915105161851155,0.0
6253200000.0,25.11454716594156,0.0,-14.83084685075697,0.0
6253400000.0,25.540174036371255,0.0,-14.84081141868417,0.0
6253600000.0,24.751280425570318,0.0,-14.865680585350526,0.0
6253800000.0,25.028249628955283,0.0,-14.873410167598104,0.0
6254000000.0,24.935575206751366,0.0,-14.912705942492986,0.0
6254200000.0,24.986325589878238,0.0,-14.86949142226405,0.0
6254400000.0,25.656255813438417,0.0,-15.037409983887823,0.0
6254600000.0,25.458894971666062,0.0,-14.908715327637935,0.0
6254800000.0,25.566594750491024,0.0,-14.858269478320834,0.0
6255000000.0,25.572591867394376,0.0,-14.903227583481982,0.0
6255200000.0,25.597802879169137,0.0,-14.939617584447525,0.0
6255400000.0,26.2459941187918,0.0,-14.951880552569065,0.0
6255600000.0,26.01373100566766,0.0,-14.944319932850965,0.0
6255800000.0,26.1237664153761,0.0,-14.996822653079516,0.0
6256000000.0,25.597876811565893,0.0,-15.00652173322694,0.0
6256200000.0,25.62658714580422,0.0,-15.070156693569823,0.0
6256400000.0,26.186352033177453,0.0,-15.048184109096852,0.0
6256600000.0,26.16990242301702,0.0,-15.111407664611853,0.0
6256800000.0,25.71761178776259,0.0,-15.12422980498684,0.0
6257000000.0,26.272604221571655,0.0,-15.057100744250151,0.0
6257200000.0,26.271775148013376,0.0,-15.176416876672583,0.0
6257400000.0,25.77625218240513,0.0,-15.139241218429511,0.0
6257600000.0,26.111816694725366,0.0,-15.142169829401084,0.0
6257800000.0,25.51738969915794,0.0,-15.241504749000976,0.0
6258000000.0,25.595608239983903,0.0,-15.274577247432955,0.0
6258200000.0,25.18182893981447,0.0,-15.235315938497447,0.0
6258400000.0,25.48267992760399,0.0,-15.322654031328025,0.0
6258600000.0,25.850635436328226,0.0,-15.3041621430361,0.0
6258800000.0,24.850010650575456,0.0,-15.321774573764824,0.0
6259000000.0,24.798997351903346,0.0,-15.351219233180021,0.0
6259200000.0,24.350913582260127,0.0,-15.341249796684945,0.0
6259400000.0,24.40591031147804,0.0,-15.357726573708778,0.0
6259600000.0,24.500300062415075,0.0,-15.457386975308642,0.0
6259800000.0,24.0303456187004,0.0,-15.486419765725621,0.0
