0,1,2,3,4
6240000000.0,35.809832074723275,0.0,-18.62192376848494,0.0
6240200000.0,35.55167478033829,0.0,-18.506850897856943,0.0
6240400000.0,34.49282272456209,0.0,-18.576664367479587,0.0
6240600000.0,33.85414352047001,0.0,-18.509030971490855,0.0
6240800000.0,32.5703714766057,0.0,-18.458240584138192,0.0
6241000000.0,32.05668642753688,0.0,-18.29060480449906,0.0
6241200000.0,30.998023499789895,0.0,-18.406938181728187,0.0
6241400000.0,30.0873515982788,0.0,-18.25932053190602,0.0
6241600000.0,30.629107753536292,0.0,-18.200713087651323,0.0
6241800000.0,29.689550341084068,0.0,-18.16874029205858,0.0
6242000000.0,29.71114659331842,0.0,-18.15515764789447,0.0
6242200000.0,28.26254114045951,0.0,-18.055462537458457,0.0
6242400000.0,27.205447274530233,0.0,-17.899922697500724,0.0
6242600000.0,27.19910477101585,0.0,-17.843526397793894,0.0
6242800000.0,26.846392489452167,0.0,-17.802405131731774,0.0
6243000000.0,26.140702473451856,0.0,-17.625745648835334,0.0
6243200000.0,26.097992667840902,0.0,-17.597965181851794,0.0
6243400000.0,24.704553953473543,0.0,-17.565545364052156,0.0
6243600000.0,24.01493737790223,0.0,-17.477581747112612,0.0
6243800000.0,24.537250905003614,0.0,-17.416715993750124,0.0
6244000000.0,24.557752777215736,0.0,-17.245925517774893,0.0
6244200000.0,23.844558944029245,0.0,-17.198884628664818,0.0
6244400000.0,23.44758113594122,0.0,-17.034308836010034,0.0
6244600000.0,22.920707159800706,0.0,-17.169763429306016,0.0
6244800000.0,22.926776166457497,0.0,-17.011675170328232,0.0
6245000000.0,22.743999712625346,0.0,-16.875082798310583,0.0
6245200000.0,22.541479959141963,0.0,-16.805728306915302,0.0
6245400000.0,22.045330871295842,0.0,-16.790785164463795,0.0
6245600000.0,22.38628696630324,0.0,-16.689036098579585,0.0
6245800000.0,22.058706557816986,0.0,-16.549076653530943,0.0
6246000000.0,22.071664964320803,0.0,-16.3742877220489,0.0
6246200000.0,22.597108218236762,0.0,-16.424921716036792,0.0
6246400000.0,21.956453915555254,0.0,-16.314172740568626,0.0
6246600000.0,21.74023668151966,0.0,-16.24574134785299,0.0
6246800000.0,22.023694104615,0.0,-16.176919645765622,0.0
6247000000.0,21.95562894892224,0.0,-16.004037393448094,0.0
6247200000.0,22.52447067671788,0.0,-16.112540448990035,0.0
6247400000.0,21.99478026411911,0.0,-15.967942230178124,0.0
6247600000.0,21.891671388352833,0.0,-16.020834980483894,0.0
6247800000.0,22.782011294216172,0.0,-15.808119977257146,0.0
6248000000.0,22.452842773206665,0.0,-15.796927666541453,0.0
6248200000.0,22.110361687041753,0.0,-15.729822074681891,0.0
6248400000.0,22.56962588665181,0.0,-15.715195643721652,0.0
6248600000.0,22.046314614643585,0.0,-15.682867748647631,0.0
6248800000.0,22.104595200891698,0.0,-15.570723201665395,0.0
6249000000.0,22.090956550286855,0.0,-15.59396824312324,0.0
6249200000.0,22.778179513798488,0.0,-15.529759600262683,0.0
6249400000.0,22.882625374040256,0.0,-15.398021452319934,0.0
6249600000.0,23.136279300336295,0.0,-15.314658620647943,0.0
6249800000.0,23.64403920404363,0.0,-15.364332772608405,0.0
6250000000.0,22.876848949661117,0.0,-15.35109867890493,0.0
6250200000.0,23.38603535439525,0.0,-15.211866850356268,0.0
6250400000.0,24.286483515118757,0.0,-15.190447592472136,0.0
6250600000.0,23.059094083256117,0.0,-15.167039521824845,0.0
6250800000.0,23.717573780708612,0.0,-15.126660093898948,0.0
6251000000.0,24.08933875142874,0.0,-15.090204261835673,0.0
6251200000.0,24.195052120216054,0.0,-15.097753692030313,0.0
6251400000.0,24.986859057838714,0.0,-15.183841723911936,0.0
6251600000.0,24.309959125810536,0.0,-15.085350549259042,0.0
6251800000.0,24.8906641062846,0.0,-15.051855870401255,0.0
6252000000.0,24.58357285886906,0.0,-15.01740709053661,0.0
6252200000.0,25.199279889951068,0.0,-15.070489719261433,0.0
6252400000.0,25.450911449763066,0.0,-15.075885241150456,0.0
6252600000.0,25.55364841245406,0.0,-14.99554448615038,0.0
6252800000.0,25.528256094518298,0.0,-14.986855650592787,0.0
6253000000.0,25.99399312771249,0.0,-15.04704969393768,0.0
6253200000.0,25.34692998290599,0.0,-14.920238394618178,0.0
6253400000.0,26.49699006856504,0.0,-14.919846518264544,0.0
6253600000.0,26.00936675443783,0.0,-15.00914057121189,0.0
6253800000.0,26.920067477402878,0.0,-14.979038159448073,0.0
6254000000.0,26.966227155726816,0.0,-14.970697157447063,0.0
6254200000.0,26.96127062001765,0.0,-14.97668456562418,0.0
6254400000.0,27.585050687406653,0.0,-15.00095573613489,0.0
6254600000.0,27.37535801540901,0.0,-15.01928518120035,0.0
6254800000.0,27.056192042537674,0.0,-15.01088986726887,0.0
6255000000.0,26.912665018202198,0.0,-14.9896672974832,0.0
6255200000.0,27.259808592189472,0.0,-14.946995353588509,0.0
6255400000.0,26.928308997007235,0.0,-15.084972584307284,0.0
6255600000.0,27.875715617769572,0.0,-14.9867036158554,0.0
6255800000.0,27.325572009131044,0.0,-14.95502526549587,0.0
6256000000.0,27.576301825313973,0.0,-15.030528662520195,0.0
6256200000.0,27.315076193588492,0.0,-15.096640729476505,0.0
6256400000.0,28.096632460005416,0.0,-15.08051571933632,0.0
6256600000.0,27.381209851713457,0.0,-15.115009247212578,0.0
6256800000.0,27.341695354692575,0.0,-15.162155979500561,0.0
6257000000.0,27.38477092560623,0.0,-15.285548631506032,0.0
6257200000.0,27.648073695820102,0.0,-15.179832782476335,0.0
6257400000.0,27.662364818301228,0.0,-15.295891674527024,0.0
6257600000.0,28.054029433301242,0.0,-15.246975686661104,0.0
6257800000.0,26.903114433353466,0.0,-15.325597134572517,0.0
6258000000.0,27.51746014678106,0.0,-15.272521807250602,0.0
6258200000.0,27.218279564590325,0.0,-15.299117516392295,0.0
6258400000.0,26.76200437677875,0.0,-15.30758190829086,0.0
6258600000.0,26.883679207091205,0.0,-15.463162533997215,0.0
6258800000.0,27.20106080081032,0.0,-15.439740153381214,0.0
6259000000.0,26.64053666619408,0.0,-15.452968380560097,0.0
6259200000.0,26.52927930026972,0.0,-15.528735529808028,0.0
6259400000.0,25.988070617133623,0.0,-15.615921861833002,0.0
6259600000.0,26.417655166282028,0.0,-15.550115924489347,0.0
6259800000.0,25.91984368883497,0.0,-15.528548250403787,0.0
6260000000.0,25.813763389734152,0.0,-15.62276170619996,0.0
6260200000.0,24.812330175402366,0.0,-15.58226894661562,0.0
6260400000.0,25.212740873179023,0.0,-15.596232409298059,0.0
6260600000.0,24.655853576828143,0.0,-15.712413563919478,0.0
6260800000.0,24.800223451678818,0.0,-15.740081539519537,0.0
6261000000.0,24.036298852486773,0.0,-15.71271334051067,0.0
6261200000.0,23.781189892565827,0.0,-15.849545144672215,0.0
6261400000.0,23.701761166610403,0.0,-15.783655335996565,0.0
6261600000.0,22.323174044307546,0.0,-15.816814587906423,0.0
6261800000.0,22.805032152584225,0.0,-15.802314670032441,0.0
6262000000.0,22.364059097707816,0.0,-15.829133769686763,0.0
6262200000.0,21.747068321177906,0.0,-15.731072153667816,0.0
6262400000.0,21.292708105743802,0.0,-15.75007517715193,0.0
6262600000.0,20.57416205186041,0.0,-15.89405362700589,0.0
6262800000.0,20.349743956578326,0.0,-15.766822333541121,0.0
6263000000.0,19.714743339667034,0.0,-15.720050713691283,0.0
6263200000.0,19.31656623912303,0.0,-15.826695341374046,0.0
6263400000.0,18.886147263044485,0.0,-15.790810284654835,0.0
6263600000.0,18.273575622645602,0.0,-15.793814521664428,0.0
6263800000.0,17.762365781239787,0.0,-15.809629486519455,0.0
6264000000.0,17.290660307778275,0.0,-15.776879910772957,0.0
6264200000.0,17.075074214576947,0.0,-15.736873252544987,0.0
6264400000.0,16.835585393998894,0.0,-15.69770994027177,0.0
6264600000.0,15.725932164692578,0.0,-15.691376439065547,0.0
6264800000.0,15.295115020191936,0.0,-15.70224682143338,0.0
6265000000.0,14.962763624318628,0.0,-15.69575750204811,0.0
6265200000.0,14.437102465976361,0.0,-15.681507336496745,0.0
6265400000.0,13.766306831854568,0.0,-15.691886918334282,0.0
6265600000.0,13.459459509942509,0.0,-15.61287471661638,0.0
6265800000.0,12.941246816122074,0.0,-15.57978128508734,0.0
6266000000.0,12.514669647695962,0.0,-15.505821281439038,0.0
6266200000.0,12.053424207913586,0.0,-15.478125555629692,0.0
6266400000.0,10.976670944010113,0.0,-15.486301826821007,0.0
6266600000.0,10.967148312477391,0.0,-15.448711221632841,0.0
6266800000.0,10.989605205450118,0.0,-15.403510467007354,0.0
6267000000.0,9.631415865006284,0.0,-15.311350392517806,0.0
6267200000.0,9.6930311153024,0.0,-15.312552574452843,0.0
6267400000.0,9.440947076850868,0.0,-15.240429508647328,0.0
6267600000.0,8.71373385982204,0.0,-15.16524475607011,0.0
6267800000.0,8.633214459769999,0.0,-15.126362708662139,0.0
6268000000.0,8.28273472623861,0.0,-15.062035841352605,0.0
6268200000.0,7.344483822184689,0.0,-15.081812722157416,0.0
6268400000.0,7.554555547336625,0.0,-14.88387352099825,0.0
6268600000.0,6.853557495484372,0.0,-14.91365062153674,0.0
6268800000.0,6.449694170888907,0.0,-14.838033911855122,0.0
6269000000.0,6.258631216199859,0.0,-14.764813237552213,0.0
6269200000.0,6.047768074810858,0.0,-14.729835341362369,0.0
6269400000.0,5.893751655424114,0.0,-14.621947645511815,0.0
6269600000.0,5.763815753154217,0.0,-14.613976482295206,0.0
6269800000.0,5.881604984059947,0.0,-14.55097276636824,0.0
6270000000.0,5.088540441554273,0.0,-14.546986163217557,0.0
6270200000.0,5.124320566227798,0.0,-14.478129521018664,0.0
6270400000.0,4.5394043203683445,0.0,-14.28814727340773,0.0
6270600000.0,3.7630632455237905,0.0,-14.30801758891742,0.0
6270800000.0,4.385555581682279,0.0,-14.219951437417818,0.0
6271000000.0,3.818710822613383,0.0,-14.21508966926455,0.0
6271200000.0,3.621487475839616,0.0,-14.098863759088642,0.0
6271400000.0,3.9349009059141333,0.0,-14.1095541367389,0.0
6271600000.0,3.2913474960619675,0.0,-14.064874735090577,0.0
6271800000.0,3.3691738635137534,0.0,-14.030848386927834,0.0
6272000000.0,3.763130073149706,0.0,-13.958704908746505,0.0
6272200000.0,2.9008895928453264,0.0,-13.83737349712624,0.0
6272400000.0,2.688773671301531,0.0,-13.805699611914363,0.0
6272600000.0,2.519704102946255,0.0,-13.746169479057757,0.0
6272800000.0,2.305650876143356,0.0,-13.749540539229423,0.0
6273000000.0,2.4749346917207964,0.0,-13.71787144453545,0.0
6273200000.0,2.8476185484157246,0.0,-13.603253506365832,0.0
6273400000.0,2.27557956991368,0.0,-13.564100795055527,0.0
6273600000.0,2.1443968846842503,0.0,-13.554779071737027,0.0
6273800000.0,1.6997633402998396,0.0,-13.497196757188545,0.0
6274000000.0,1.9050295085580453,0.0,-13.445053241353468,0.0
6274200000.0,1.847338585044796,0.0,-13.340091609175143,0.0
6274400000.0,1.8529731420659725,0.0,-13.407301836605903,0.0
6274600000.0,1.2349266867957407,0.0,-13.319997175159692,0.0
6274800000.0,0.981840619864531,0.0,-13.34413498989321,0.0
6275000000.0,1.2564433587947983,0.0,-13.170262840580493,0.0
6275200000.0,0.9765913703132977,0.0,-13.142454861269425,0.0
6275400000.0,0.5176896524334088,0.0,-13.194894934539128,0.0
6275600000.0,0.7155236469080112,0.0,-13.157219990294397,0.0
6275800000.0,-0.13382559955512063,0.0,-13.127681508079593,0.0
6276000000.0,0.20133491511042814,0.0,-13.088841398627878,0.0
6276200000.0,0.15074159343876264,0.0,-13.145686460947378,0.0
6276400000.0,0.06353626161169057,0.0,-13.02255289462076,0.0
6276600000.0,-0.3467403847022272,0.0,-12.996418420796418,0.0
6276800000.0,-0.802034091569201,0.0,-12.932092298289168,0.0
6277000000.0,-1.312085551761598,0.0,-12.98559192722584,0.0
6277200000.0,-1.7432677281833984,0.0,-12.966945998077545,0.0
6277400000.0,-1.8147904966972626,0.0,-12.940248611882165,0.0
6277600000.0,-2.2316253117717015,0.0,-12.87201972098407,0.0
6277800000.0,-3.1564822084714117,0.0,-12.916207087904546,0.0
6278000000.0,-3.8936090147083346,0.0,-12.925556985614396,0.0
6278200000.0,-3.8268499554081155,0.0,-12.941130859965034,0.0
6278400000.0,-4.813053840399354,0.0,-12.844704255339979,0.0
6278600000.0,-5.67547134361753,0.0,-12.892241632304732,0.0
6278800000.0,-6.694733065203508,0.0,-12.858287936217982,0.0
6279000000.0,-7.3482274372989425,0.0,-12.940562932392561,0.0
6279200000.0,-8.118256540298953,0.0,-12.957273957301808,0.0
6279400000.0,-9.854438780696452,0.0,-13.007152402674823,0.0
6279600000.0,-11.298177911502648,0.0,-12.975508088642673,0.0
6279800000.0,-12.313639087293652,0.0,-13.117202710510153,0.0
6280000000.0,-13.989860475559329,0.0,-13.163932446517181,0.0
6280200000.0,-16.52538155013612,0.0,-13.275048687533795,0.0
6280400000.0,-18.752881659490424,0.0,-13.405178240380138,0.0
6280600000.0,-21.18853207370194,0.0,-13.561279735335464,0.0
